Auction,VehicleAge,Make,Model,Color,WheelType,VehOdo,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNST,VehBCost,WarrantyCost,BYRNO
1,2,25,445,14,1,87435,3,7788,9264,8911,10505,7599,8934,8707,10149,18,6655,2152,17212
1,3,25,445,14,1,73134,3,6892,8438,7943,9613,6892,8438,7943,9613,18,6855,1974,17212
1,2,5,691,14,1,68199,2,9931,11865,11225,13314,9931,11865,11225,13314,18,8465,1215,17212
1,7,18,961,13,1,69679,8,3541,4272,4324,5114,3382,4206,4153,5042,18,6050,1125,17212
1,2,30,99,3,1,80726,3,16186,17714,17981,19631,16186,17714,17981,19631,18,9870,594,17212
1,5,22,584,2,1,72118,3,8208,10163,9365,11476,8147,9854,9299,11142,18,9470,1155,17212
1,2,4,313,7,1,80642,7,10335,12119,11662,13589,10335,12119,11662,13589,18,8365,1503,8655
1,7,7,378,3,2,86678,1,1772,2395,2414,3087,1772,2395,2414,3087,18,2815,1543,8655
1,3,7,367,2,1,84113,3,6266,7716,7267,8833,6266,7716,7267,8833,18,5250,1633,8655
1,2,6,185,2,2,82825,10,9461,11189,10718,12584,9461,11189,10718,12584,18,9065,1503,8655
1,2,4,559,14,2,82580,6,6269,7600,7271,8708,6269,7600,7271,8708,18,5850,1113,8655
1,4,4,313,13,1,74331,7,7423,8915,8517,10128,7401,8900,8493,10112,18,7760,1389,8655
1,2,7,367,12,0,77181,3,9558,12352,10823,13840,9558,12352,10823,13840,18,6855,1506,8655
1,7,6,1,14,1,87948,5,5517,7263,6458,8344,5517,7263,6458,8344,18,5950,1283,17212
1,3,26,502,13,2,77766,6,5579,6823,6525,7869,5579,6823,6525,7869,18,5650,803,17212
1,1,5,815,12,2,50520,6,7949,8448,9085,9624,7949,8448,9085,9624,18,8060,920,17212
1,6,4,954,14,1,75685,7,5612,6802,6561,7846,5612,6802,6561,7846,18,7660,2274,17212
1,3,4,481,13,2,73536,3,6858,8107,7907,9256,6906,8208,7958,9365,18,7260,1974,17212
1,3,7,328,14,1,87923,8,11762,14109,13203,15738,12197,15025,13673,16727,18,7155,1503,18822
1,3,14,439,3,1,78857,7,12781,14424,14303,16078,13286,15100,14849,16808,18,10170,1857,18822
1,3,14,535,5,0,74434,8,8859,10181,10068,11495,8859,10181,10068,11495,18,7460,686,18822
1,5,25,434,7,1,95214,6,3528,4745,4310,5625,3291,4557,4054,5422,18,4205,2639,18822
1,3,5,723,6,2,51797,6,5443,6528,6378,7550,5443,6528,6378,7550,18,6110,1086,18822
1,2,7,396,7,1,65784,2,11412,14485,12825,16144,10603,13532,11951,15115,18,9370,1313,18822
1,4,6,171,13,2,76316,12,4856,6312,5744,7317,4761,6270,5642,7272,18,6010,1623,18822
1,1,5,723,2,2,50248,6,6733,7195,7772,8271,6677,7129,7711,8199,18,6355,1086,20207
1,2,4,481,13,2,83690,3,7513,8711,8614,9908,7783,8986,8906,10205,18,6755,2152,20207
1,1,6,140,13,2,45121,6,7245,7837,8325,8964,7245,7837,8325,8964,18,7660,693,20207
1,2,6,184,14,1,71203,10,9542,11265,10805,12666,9542,11265,10805,12666,18,9870,1857,20207
1,5,21,292,13,1,77203,7,6115,6838,7104,7885,6115,6838,7104,7885,18,5950,569,20207
1,4,4,560,3,2,77315,6,4270,5765,5112,6726,4270,5765,5112,6726,18,4245,1155,20207
1,1,6,105,13,2,55996,6,8194,9045,9350,10269,8194,9045,9350,10269,18,7760,920,20207
1,4,6,882,6,2,102678,6,3963,4948,4780,5844,3279,4407,6369,7577,18,4035,1450,20207
1,7,5,722,14,1,58289,6,3322,4286,4088,5129,3056,4006,3800,4826,18,5750,1386,20207
1,4,14,538,3,1,69952,8,7925,9613,9059,10882,7184,8663,8259,9856,18,7560,825,20207
1,5,4,893,8,1,86177,4,10022,12325,11324,13811,9493,11513,13630,15967,18,10775,1763,20207
1,4,4,560,13,2,69230,6,4883,6288,5774,7291,4947,6447,5843,7463,18,5250,923,20207
1,2,25,445,7,2,66568,3,7712,9180,8829,10414,7058,8313,8123,9478,18,6955,1703,20207
1,3,4,481,13,2,81210,3,6867,8151,7916,9303,6867,8151,7916,9303,18,6255,2152,20207
1,4,7,367,2,1,63337,3,6124,7519,7114,8621,5919,7253,6893,8333,18,7055,1313,20207
1,4,25,445,7,1,83525,3,7863,9911,8992,11204,9078,10831,10304,12197,18,7450,2412,17212
1,5,6,262,5,1,87778,7,8549,10339,9733,11666,8895,10760,10107,12121,18,9370,1763,17212
1,2,6,261,3,1,81778,7,13766,15413,15367,17146,13629,15788,15219,17551,18,10375,1763,17212
1,3,4,481,2,2,68372,3,6867,8151,7916,9303,7203,8521,8279,9703,18,7360,1703,17212
1,5,7,354,12,1,81114,5,6608,7371,7637,8461,6457,7394,7474,8486,18,9770,853,17212
1,4,7,376,13,2,61418,1,3783,4896,4586,5788,3927,4998,4741,5898,18,5045,1020,17212
1,2,15,864,2,2,43859,6,6152,7241,7144,8320,6753,7903,7793,9035,18,6150,482,17212
1,2,29,386,2,2,23296,6,5451,6586,6387,7613,5603,6616,6551,7645,18,5045,462,17212
1,2,25,416,6,1,79500,6,8708,10151,9905,11463,9314,10956,10559,12332,18,6955,1272,17212
1,2,29,386,12,2,52305,6,5451,6586,6387,7613,5890,6825,6861,7871,18,5250,505,17212
1,4,4,954,6,1,76851,7,9145,10820,10377,12186,9254,11323,10494,12729,18,7560,1974,19662
1,3,4,460,11,2,59210,6,5846,7103,6814,8171,6028,7337,7010,8424,18,6455,671,19662
1,3,5,723,12,2,72660,6,5427,6508,6361,7529,5620,6675,6570,7709,18,5250,1389,19662
1,4,4,485,14,1,83907,3,5799,7563,6763,8668,6003,7812,6983,8937,18,5450,2152,19662
1,3,4,560,3,1,67430,6,6408,7588,7421,8695,6403,7463,7415,8560,18,6355,923,19662
1,5,7,911,5,1,92336,6,3191,4224,3946,5062,3624,5022,4414,5924,18,3625,1053,19662
1,3,7,367,13,1,79607,3,6281,7682,7283,8797,6174,7591,7168,8698,18,6355,1506,19662
1,4,15,864,3,1,62239,6,3929,4775,4743,5657,3861,4601,7065,8039,18,6655,533,17212
1,5,25,445,14,1,55862,3,5241,6487,6160,7506,5393,6757,8404,10842,18,7960,1500,17212
1,5,4,951,14,1,86468,7,6064,7467,7049,8564,5649,6765,9140,10489,18,7360,1243,17212
1,2,7,916,5,2,78901,6,5805,7067,6769,8132,5147,6155,9050,10823,18,5550,920,17212
1,5,9,192,5,2,73662,1,6105,7450,7093,8546,5420,6537,9348,10594,18,7155,686,17212
1,2,25,414,13,1,60406,6,7695,8993,8811,10212,6874,7765,11030,12249,18,7860,923,17212
1,4,4,479,7,2,80882,3,4256,5661,5096,6614,4352,5620,7033,8788,18,6555,2152,18822
1,3,15,676,5,2,74389,6,5251,6745,6171,7785,4669,5983,8052,9828,18,5950,803,18822
1,3,26,502,6,2,69653,6,5194,6373,6110,7383,5282,6299,8319,9648,18,6455,728,18822
1,2,5,723,14,2,41414,6,5686,6476,6641,7494,6261,7266,9394,10564,18,6355,975,18822
1,5,25,434,5,1,64934,6,3425,4761,4199,5642,3409,4469,6643,7791,18,5450,1898,18822
1,4,6,886,13,1,74584,6,4744,5814,5624,6779,3051,4062,6346,7265,18,4845,1389,18822
1,5,22,1044,3,1,56018,7,6796,7836,7840,8963,7433,8647,11361,13217,18,9165,505,18822
1,2,5,815,13,0,46983,6,8197,9611,9353,10880,8197,9611,9353,10880,18,7760,834,18822
1,4,26,502,8,2,70306,6,4871,6332,5761,7339,4534,5713,7502,8819,18,5250,803,18822
1,3,4,198,12,2,72203,1,5715,6830,6672,7876,4239,5735,7528,9261,18,5650,803,18822
1,4,4,568,12,1,58866,6,5003,6584,5903,7611,4645,5710,7562,9296,18,6655,1003,18822
1,7,7,911,8,1,89880,6,2189,3368,2864,4137,1951,2913,2607,3646,18,3525,1283,18822
1,2,15,864,2,2,50212,6,4831,6339,5717,7346,4524,5387,7920,8864,18,5850,505,18822
1,4,15,857,2,1,66815,7,5632,6881,6583,7931,5895,6937,9381,10495,18,7155,1508,18822
1,4,6,250,14,1,90032,9,7702,9797,8818,11081,5535,7280,8972,11169,18,7155,1341,18822
1,2,5,723,2,2,54005,6,5686,6476,6641,7494,6164,7128,9334,10349,18,6355,1086,18822
1,3,5,817,12,1,66790,6,4681,5999,5555,6979,4012,5079,7278,8447,18,5550,1020,18822
1,3,7,655,14,1,52600,11,9358,10821,10607,12187,9862,11418,13392,15227,18,9270,671,18822
1,1,4,488,7,2,83805,3,8384,9711,9555,10988,7998,9165,12308,13673,18,7260,2152,8655
1,3,7,391,5,1,84461,2,10951,12925,12327,14459,9398,11524,13721,15417,18,7720,1633,8655
1,3,8,294,7,1,66240,7,10033,12345,11336,13833,9325,10254,14791,15414,18,7960,1020,8655
1,4,19,569,7,0,78776,8,6800,8654,7844,9846,6374,7986,7384,9125,18,6965,920,8655
1,2,5,18,2,1,80298,10,12065,14149,13530,15781,12676,14551,16637,18512,18,9570,1503,8655
1,2,5,719,3,2,75716,6,6186,6798,7181,7842,6565,7664,9756,10913,18,5850,1389,8655
1,8,7,652,13,1,47228,11,3057,3895,3802,4707,2963,3768,3700,4569,18,5710,923,8655
1,3,5,719,14,2,52505,6,5009,6253,5910,7253,5181,6250,8358,9779,18,5450,1086,8655
1,1,7,919,2,1,83128,2,15017,18469,16718,20447,12873,15537,16684,19105,18,9570,1633,8655
1,3,15,674,5,2,43887,6,5060,6456,5965,7472,5467,6464,8787,9522,18,6815,623,8655
1,3,6,250,14,0,83480,9,8925,10552,10139,11896,8142,10040,9293,11343,18,6915,1243,8655
1,2,6,184,3,1,89594,10,9730,11241,11008,12640,9719,11324,10997,12730,18,7720,1503,8655
1,2,4,478,14,2,70340,3,7366,8464,8455,9641,8358,9601,11825,13323,18,7960,1974,8655
1,2,6,184,2,2,83483,10,8906,9736,10118,11015,9902,11023,13488,15196,18,8665,1503,8655
1,4,26,1006,13,1,48206,7,5305,6958,6229,8015,5006,6157,8712,10009,18,7370,1116,8655
1,2,6,184,2,2,60964,10,9838,11221,11125,12619,8794,9999,12743,14105,18,9770,1215,8655
1,2,7,366,7,1,87189,3,8438,10646,9613,11998,9205,11120,13011,14824,18,6655,1633,8655
1,2,6,184,3,1,70952,10,11612,13439,13041,15014,11716,13341,15076,16771,18,9870,1389,18822
1,2,5,18,2,2,89862,10,10016,11682,11317,13117,10416,12341,14220,16261,18,7860,1503,25100
1,4,6,254,12,2,48314,7,5965,7392,6942,8483,6717,7841,10316,11325,18,7460,905,18822
1,3,26,1006,2,1,75045,7,6803,8347,7847,9515,6417,7903,10786,12433,18,6655,1623,18822
1,3,18,587,12,1,69406,6,7544,9039,8648,10262,7926,9067,11482,13002,18,6955,923,18822
1,2,4,196,3,3,82440,1,5955,7024,6931,8086,5533,6631,9018,10217,18,6355,853,25100
1,3,25,415,7,1,78752,6,6652,8131,7684,9281,6829,7963,10457,12193,18,6755,1272,25100
1,2,26,497,7,2,55445,6,5755,6793,6715,7836,5534,6598,8982,9916,18,6755,671,18822
1,4,25,442,8,1,91511,3,5033,6607,5936,7636,5149,6431,8500,10088,18,5950,2351,25100
1,3,4,458,2,1,61595,6,7324,8661,8410,9854,7681,8644,11698,12560,18,8465,728,18822
1,2,26,91,14,1,78787,6,10905,12571,12277,14077,11569,12612,15226,16274,18,8365,1272,18822
1,1,6,104,7,1,53928,6,8101,8739,9249,9938,8419,9318,12029,12635,18,7760,920,18822
1,3,21,270,13,1,76368,11,7976,9423,9114,10677,8159,9442,12117,13844,18,7760,569,18822
1,4,4,953,5,1,65290,7,8268,10299,9429,11623,8322,9877,12499,14318,18,9270,1703,18822
1,2,15,766,14,1,59280,1,6344,6978,7352,8036,5702,6945,8966,9795,18,6355,505,18822
1,5,26,497,13,2,64315,6,3453,4593,4229,5460,2996,3999,5695,7045,18,4845,728,25100
1,3,26,497,7,2,31782,6,5101,6264,6009,7265,4929,6187,8431,9657,18,6255,582,25100
1,5,5,689,2,1,89678,2,6111,7477,7100,8575,6687,8191,9401,11627,18,8225,1503,25100
1,3,25,442,5,1,40530,3,6492,8106,7511,9254,6370,7852,10582,13044,18,7860,1328,25100
1,2,6,184,3,1,90146,10,9111,10598,10340,11946,10531,12126,14446,16876,18,7720,1630,25100
1,3,4,950,13,1,50284,7,8577,10149,9763,11461,10115,12009,13728,15587,18,9570,920,25100
1,3,5,719,7,2,50650,6,4902,6142,5794,7133,5418,6429,8649,9719,18,5650,1086,25100
1,5,4,953,7,1,86171,7,6564,8250,7589,9410,5978,7248,9692,11537,18,8020,2152,25100
1,2,29,384,3,2,34763,6,5028,6107,5930,7096,5406,6277,8550,9832,18,5750,462,18822
1,3,25,934,7,1,73087,7,9931,11687,11225,13122,9781,11507,13998,15684,18,7960,1389,25100
1,5,4,557,13,2,78302,6,2884,4061,3615,4886,2290,3228,5351,6700,18,3525,1155,18822
1,5,25,442,12,1,89802,3,5095,6543,6003,7566,5551,6939,8507,10600,18,7560,2152,25100
1,3,25,415,12,1,81937,6,8081,10068,9227,11373,8834,10657,12508,14812,18,7820,1373,25100
1,5,14,537,5,1,76184,8,6320,7631,7326,8741,6700,8132,9895,11467,18,7660,920,18822
1,1,5,719,12,1,48913,6,7278,7989,8360,9128,7547,8389,10851,11805,18,6255,975,18822
1,2,4,478,3,2,62121,3,7415,8564,8508,9749,8582,9814,11724,13083,18,7260,1703,25100
1,3,26,497,2,2,68916,6,5101,6264,6009,7265,5282,6299,8319,9648,18,4645,728,18822
1,4,27,1024,11,2,81960,6,6442,7828,7457,8954,5944,7110,9174,10973,18,6755,594,18822
1,3,9,48,3,1,60512,6,11644,12757,13076,14278,10600,11844,14566,16280,18,8765,533,25100
1,5,17,940,14,2,71140,3,7818,10146,8943,11458,8739,10659,13379,16635,18,7725,803,10410
1,4,4,950,2,1,71279,7,7413,8537,8506,9720,7672,9092,12466,14599,18,7825,1155,10410
1,4,4,557,2,2,76289,6,4483,5619,5342,6569,4534,5637,8166,9626,18,5960,1038,17212
1,3,29,384,14,2,77720,6,4024,5025,4846,5927,3950,4967,7263,8388,18,5260,569,17212
1,5,26,511,6,2,65810,6,3705,4985,4501,5884,3915,5092,6911,7973,18,4955,1313,17212
1,4,7,388,7,1,61146,12,4772,5829,5654,6795,5020,5999,8439,9685,18,5760,1313,17212
1,3,4,565,5,2,50699,6,5899,7571,6871,8677,6485,8030,10263,11925,18,6665,1003,17212
1,5,22,650,13,1,85559,7,10854,12255,12222,13735,11663,13581,15485,18009,18,11290,1763,17212
1,3,6,551,3,1,85061,10,6990,8145,8049,9297,7431,8699,11250,12623,18,6765,1503,17212
1,2,4,980,13,2,62721,12,7191,8551,8266,9735,7144,8290,10792,12123,18,6865,1801,17212
1,6,5,719,6,0,66357,6,2772,3547,3494,4331,2772,3547,3494,4331,18,5260,1515,17212
1,4,5,18,11,2,66995,10,7633,8744,8744,9944,8625,10007,11634,13838,18,8375,1215,17212
1,3,25,415,7,1,88008,6,6474,7897,7492,9029,6161,7416,10334,11817,18,6665,1373,17212
1,3,6,256,2,2,66254,7,9133,11051,10364,12435,10298,11674,14790,16078,18,8875,1215,25100
1,4,14,439,14,1,77192,7,9147,10542,10379,11885,8991,10278,12505,14380,18,9280,1857,25100
1,3,6,260,13,1,65547,7,13463,14404,15040,16056,13660,14610,18970,20289,18,10785,1411,25100
1,3,4,196,3,2,61038,1,4732,5729,5611,6687,4356,5311,7664,8770,18,5460,728,25100
1,5,6,260,7,1,73116,7,6703,8086,7739,9233,7448,9202,11061,13020,18,10180,1623,25100
1,3,6,880,6,1,78832,6,4160,5192,4993,6107,4304,5292,7399,8690,18,4655,1155,25100
1,4,6,1,5,1,62366,5,9037,11275,10260,12677,9620,11711,13901,16252,18,9880,825,25100
1,4,7,345,14,1,75426,7,7406,9061,8498,10286,7999,9714,11897,13756,18,8575,1740,25100
1,3,26,497,7,2,50505,6,4983,6033,5882,7016,5059,6218,8354,9545,18,5260,671,25100
1,3,5,937,6,2,41648,12,6360,7950,7369,9086,5716,7250,9502,11177,18,5660,1116,25100
1,4,5,18,2,1,68892,10,9615,11079,10884,12465,8657,10136,14162,17358,18,10785,1215,18822
1,2,14,534,14,1,84054,8,10269,11743,11591,13182,8683,10103,12901,14214,18,5860,723,25100
1,1,19,609,3,1,80171,6,13254,15708,14814,17465,10319,12116,14450,16174,18,7770,1373,18822
1,4,4,565,13,1,61861,6,4463,5648,5320,6600,4645,5710,7562,9296,18,7065,1118,25100
1,4,22,70,2,1,61795,6,5962,7193,6939,8268,6014,7378,9418,10997,18,8475,630,25100
1,2,14,534,14,1,86175,8,10269,11743,11591,13182,9299,10610,12724,14051,18,5360,723,18822
1,2,4,557,14,2,55325,6,6421,7344,7435,8432,7776,9149,11208,12545,18,6565,837,25100
1,6,6,171,14,2,86916,12,3229,4094,3987,4922,3592,4843,6757,8349,18,5260,2063,25100
1,4,5,719,5,2,84313,6,3951,4898,4767,5790,3556,4685,6614,8260,18,4655,1503,18822
1,1,5,686,13,2,89239,2,8336,9360,9503,10609,9082,9694,13678,14271,18,8575,2022,18822
1,3,6,880,13,2,77597,6,4571,5600,5437,6548,5008,6009,8008,9365,18,5360,1155,18822
1,2,5,18,7,1,77020,10,12080,14405,13546,16057,12476,14514,16190,17765,18,9980,1389,25100
1,3,7,395,6,1,73600,2,7131,8920,8201,10134,7498,9037,12001,13312,18,7670,1506,18822
1,3,25,411,2,2,81142,6,5744,6860,9565,10762,5903,7070,9573,10879,18,6265,1113,18822
1,5,25,442,14,1,67749,3,4244,5389,7702,9216,5393,6757,8404,10842,18,7670,1703,20207
1,7,6,166,14,2,76422,12,1879,2329,4793,5367,2145,3270,4614,5698,18,5260,1923,18822
1,2,25,411,12,2,53966,6,6650,7449,10574,11524,8195,9228,11453,12766,18,7870,837,20207
1,6,25,432,7,1,76541,6,3389,4469,6536,7873,4190,5210,7040,8150,18,4955,2508,18822
1,4,15,674,14,1,49480,6,3589,4401,6949,8118,4324,4914,9926,11280,18,5155,623,20207
1,4,6,884,13,1,74768,6,3752,4900,7477,8593,3253,4602,6530,7756,18,4655,1389,20207
1,2,7,369,12,1,69663,1,6505,7761,10799,11708,5972,7233,9995,11124,18,5660,1020,18822
1,5,6,260,8,1,64280,7,7399,9124,11710,13369,9344,10975,12868,14195,18,9880,1411,18822
1,3,4,458,13,2,87388,6,5784,6828,9785,11248,5595,6703,9354,10977,18,5260,853,20207
1,2,26,750,5,1,82616,12,7273,9047,12361,13303,9630,12337,14279,16551,18,7165,2282,18822
1,3,5,18,2,2,63600,10,8698,10319,12677,14601,8817,10367,12726,14374,18,9380,1215,20207
1,6,21,425,12,0,68129,6,2767,3493,5836,6417,2942,3716,5962,6612,18,5560,1028,20207
1,2,7,366,2,1,78010,3,7845,9752,11734,13656,9205,11120,13011,14824,18,7370,1506,20207
1,3,4,890,2,1,62853,4,6197,7457,8636,10021,6150,7417,8866,10258,18,11590,1411,20207
1,3,29,384,12,1,40652,6,3706,4628,6693,7960,3919,4877,6826,8018,18,5660,482,20207
1,2,4,478,3,1,79042,3,7293,8444,10576,11972,7269,8460,10642,12306,18,6465,1974,20207
1,1,6,184,2,2,77990,10,11437,12873,15065,16078,11232,13029,15011,16949,18,9780,1389,18822
1,3,7,369,8,1,69077,1,5700,7093,9404,10817,4582,6156,8662,9881,18,5660,1020,18822
1,5,23,63,14,2,67601,6,3012,3891,5998,6829,3293,4340,6326,7093,18,4855,1313,20207
1,3,25,933,5,1,79076,7,11613,13578,14881,17399,11127,13230,14639,20190,18,8875,1506,20207
1,2,25,415,14,1,71116,6,7445,8611,11340,12617,8265,9546,12557,13754,18,7870,1272,18822
1,3,6,1,12,1,39182,5,8317,9949,12878,14570,7710,9576,11924,14325,18,10080,462,20207
1,2,18,596,13,1,52925,6,8757,10021,13159,14440,10025,11277,13190,14415,18,8070,1003,18822
1,3,5,937,3,1,87040,12,6099,7706,10211,12901,5952,7581,9811,11606,18,5155,1763,18822
1,3,4,196,2,2,64634,1,4903,5648,8685,9450,4885,5839,8170,9218,18,5960,728,20207
1,4,4,312,12,2,62747,7,6652,8024,10801,12493,6555,7995,10372,12620,18,7770,1215,18822
1,3,4,950,5,1,75230,7,8907,10447,13846,15818,9414,11145,13317,14843,18,7770,1155,18822
1,4,6,260,13,1,80694,7,9496,10980,13739,15207,8400,10051,12450,13795,18,10080,1763,18822
1,5,6,1,3,1,48995,5,6854,8383,10897,12572,6966,8458,11233,13293,18,9880,693,20207
1,4,7,369,3,1,87400,1,3640,4829,7488,8513,4191,5186,7411,8601,18,4955,1243,18822
1,2,6,184,13,0,89519,10,9919,11410,14388,16227,9452,10585,13487,14768,18,7770,1503,20207
1,4,4,478,5,1,87234,3,5341,6613,8886,10698,5654,6923,8964,10908,18,5860,2152,18822
1,3,4,980,6,1,89141,12,5884,6972,9583,11071,6039,7473,10078,11895,18,6465,2282,18822
1,2,25,415,13,1,73788,6,7336,8437,12331,13264,8787,9947,12286,13480,18,7065,1272,17212
1,2,4,488,14,1,89687,3,7717,9066,11976,13680,8804,10114,12293,14157,18,7065,2152,17212
1,6,22,1043,13,1,66260,7,5446,6713,8876,10373,6778,7931,9821,11215,18,7570,833,17212
1,6,4,957,6,1,71241,7,5998,7296,9483,10745,6599,7836,10210,11401,18,8975,2274,17212
1,1,6,669,2,1,86722,7,12656,15194,16740,19348,13360,16381,17358,20694,18,10180,983,17212
1,1,5,818,2,2,71347,6,6830,7592,10363,11139,6799,7391,10542,11178,18,7270,1272,17212
1,5,7,652,12,1,74012,11,4618,5807,8210,9617,5824,6999,8733,10065,18,6965,803,17212
1,6,7,652,7,1,67701,11,3885,4855,7120,8320,4045,5035,7640,8818,18,6020,1028,17212
1,3,7,366,13,1,63371,3,5812,6790,9420,10469,5569,6745,9532,10758,18,6765,1313,17212
1,3,4,557,5,1,60869,6,5383,6638,8973,10448,6242,7633,9397,10807,18,6765,923,17212
1,1,7,919,2,1,80713,2,11830,15155,16590,19841,12008,14108,17030,19106,18,8975,1633,17212
1,3,25,934,14,1,74000,7,9092,10816,13424,15123,9781,11507,13998,15684,18,6765,1389,17212
1,3,25,411,2,1,60044,6,6743,7628,10098,11452,8220,9467,11996,13259,18,7770,923,17212
1,3,6,551,2,2,71351,10,7748,9030,12271,13318,7941,9289,12315,13664,18,8275,1389,17212
1,6,4,173,3,1,61001,1,3197,4171,6136,6794,3096,4061,7082,9289,18,5155,1020,17212
1,2,6,106,7,2,85751,6,8271,10305,11740,14326,7277,8255,11402,12284,18,6265,1373,17212
1,3,4,458,7,1,62913,6,7305,8767,11238,12775,8150,9507,12594,14276,18,7165,728,17212
1,4,4,109,3,1,53614,1,4024,5594,7714,9685,4826,5876,7794,8966,18,5155,671,18822
1,5,4,196,12,2,53349,1,4100,4955,7311,8301,4627,5699,7332,8612,18,4955,671,18822
1,5,5,18,13,1,55376,10,7049,8263,10205,12717,8655,10014,11985,14040,18,8675,1086,18822
1,4,6,181,7,2,65462,10,8551,10018,12671,14182,9194,10510,13726,14902,18,9880,1215,18822
1,2,30,156,13,2,81631,6,11527,12841,16704,17964,11629,12558,17362,18008,18,10485,594,18822
1,5,4,196,9,1,73262,1,5729,7193,9197,10892,5845,7297,8980,11171,18,5860,803,18822
1,3,4,557,13,2,83840,6,6166,7362,9841,11351,7202,8348,10847,12045,18,5720,1113,18822
1,5,6,1,12,1,75795,5,9002,11088,13544,15227,10074,12210,14143,15725,18,9380,920,18822
1,3,15,861,5,2,32927,6,5453,6466,8946,10098,5744,6831,9409,10324,18,6425,462,18822
1,3,11,846,3,2,55173,6,8403,9503,12340,13955,8212,9369,11587,12716,18,6865,671,18822
1,3,5,719,2,2,67037,6,5409,6481,8977,10216,6180,7127,9511,10560,18,5960,1215,18822
1,4,25,934,13,1,78142,7,8807,10397,13044,14346,9761,11492,13467,15243,18,9175,1389,18822
1,3,15,861,3,2,48682,6,5453,6466,8946,10098,5744,6831,9409,10324,18,5760,482,18822
1,6,6,260,14,1,87223,7,6771,7549,10927,11704,8943,10631,12542,13916,18,8735,1763,18822
1,4,15,674,2,2,70676,6,5137,6122,8788,10127,3827,4927,7857,8639,18,5260,803,18822
1,6,4,563,8,1,84657,6,3937,4861,7599,9382,5051,6077,8480,9438,18,5260,1373,18822
1,2,7,910,2,1,81456,6,10148,12344,15881,18302,11390,13414,15855,17709,18,8070,1633,18822
1,4,18,958,13,1,82488,8,7166,8395,10918,11965,7008,8108,11160,12365,18,6865,983,18822
1,3,6,138,13,1,79263,6,7088,8603,10398,11630,7813,9139,11787,13042,18,6425,920,10410
1,5,4,310,2,1,73192,7,7165,9196,11095,13095,7170,8548,10529,12242,18,8275,1506,19662
1,5,5,18,13,1,76340,10,8689,10146,14231,17379,10024,11507,14055,16298,18,9280,1389,25100
1,3,22,992,13,1,80399,1,6870,7650,10678,11410,7092,8122,10344,11229,18,6865,723,25100
1,6,5,689,14,1,86721,2,5925,7204,9121,10766,6695,8221,9519,11325,18,7025,1503,25100
1,5,2,754,14,2,70838,7,6783,7930,11006,11778,7189,8977,10574,11987,18,7970,4622,19662
1,5,29,384,14,2,69713,6,2986,4024,6229,7137,4674,5672,7512,8313,18,4555,533,19662
1,3,6,184,2,2,61786,10,8906,9872,13132,14013,9239,10157,13287,14535,18,9880,1215,19662
1,3,7,910,5,0,64169,6,5111,6137,8987,10791,5111,6137,8987,10791,18,5660,825,19662
1,3,7,388,7,2,79647,12,7024,8510,11341,12713,7222,8795,11363,12871,18,5155,1506,25100
1,2,5,686,13,2,89227,2,9082,9694,13678,14271,8542,9588,12993,13975,18,7670,2022,19662
1,6,7,353,12,1,96887,5,8226,10040,12783,14500,8994,10102,13298,14300,18,10445,909,25100
1,3,6,138,13,1,61579,6,7075,8573,10387,11605,7426,8876,10910,12253,18,6665,825,25100
1,6,7,347,14,1,83289,7,5681,7448,9730,11713,7060,8796,11091,13080,18,7065,2282,20207
1,5,5,719,13,2,34722,6,3941,4973,7493,8579,4389,5557,7394,8767,18,5055,882,20207
1,4,6,256,12,1,72676,7,9321,10961,13919,15591,10124,11456,14627,15874,18,9280,1389,20207
1,5,22,70,13,1,75519,6,6007,7334,9360,10965,6269,7532,9927,11413,18,7970,686,20207
1,3,4,196,3,2,40023,1,5574,6564,9228,10303,6153,7077,9384,10325,18,5560,623,20207
1,8,14,532,3,1,89663,8,2705,3350,5389,6007,2585,3230,5701,6319,18,5155,1023,20207
1,4,11,850,7,1,73361,6,6394,7751,10629,12343,6946,8421,10373,11946,18,6965,803,20207
1,4,5,18,2,2,76675,10,9128,10765,13212,14838,9642,11187,13536,14996,18,9280,1389,20207
1,3,21,420,13,2,72783,6,7436,8543,11064,12212,7598,8845,11263,12618,18,6865,569,20207
1,4,5,719,6,2,78925,6,4656,5764,8236,9386,5576,6666,8816,9970,18,5360,1389,20207
1,4,15,856,2,1,70084,7,6617,7605,11017,12026,6889,8144,11132,12648,18,6465,1740,20207
1,4,5,689,12,1,81935,2,9854,11996,13327,15150,7870,9716,11682,13287,18,6865,1503,20207
1,6,7,388,7,2,78518,12,3501,4432,7115,8231,3866,5045,6970,8254,18,4855,1506,20207
1,4,5,719,6,2,62886,6,4656,5764,8236,9386,5682,6789,9117,10893,18,5560,1215,20207
1,6,6,1,14,1,89560,5,6474,8047,10566,12192,7460,9286,11053,12949,18,8170,983,20207
1,4,4,458,13,1,63528,6,6736,7831,11110,12323,7873,9015,12784,14690,18,7165,728,25100
